tweet_text
b'Campy Creatures! Has anyone played this Monster game? Light set collection game with simultaneous card selection. From @KeymasterGames! I just love the art!! - Steph @BoardGamerSteph #bgg #boardgamegeek #keymastergames #campycreatures #kingkong #werewolf #monsters https://t.co/nC1HfKfIon'
b'I would pass tf out if that was a lani. \xf0\x9f\xa5\xba I might just have to square tf up with KingKong \xf0\x9f\xa4\xac https://t.co/nqtSkxikIG'
"b'@lekan_kingkong At last, Comfo won your heart. @lekan_kingkong'"
b'@KingKong_SYMZ Beast \xf0\x9f\x91\x8c\xf0\x9f\x8f\xbc\xf0\x9f\x91\x8c\xf0\x9f\x8f\xbc'
"b'@QueenLambright7 I\xe2\x80\x99ll take kingkong, having that dexterity is quite an advantage and wide range of mobility + strenght!'"
b'@DavidCephas11 @nickistreamteam @PopCrave @richthekid @NICKIMINAJ stfu. kingkong https://t.co/Miifk3eYwu'
b'The King Kong backpack is awesome. Let me show you why.\xe2\xac\x87\xef\xb8\x8f https://t.co/2Zsy1uwoKy  #backpack #gymbag #kingkong #kingkongapparel #travelbag #travel #workout #workoutgear https://t.co/9tEFNjQc6K'
b'My grandad had a couple (male/female) when I was a kid!  Insanely BIG to play with. They both were very protective with me and insanely funny to play with.  Did you ever try to ride a dog like a mini pony? \xf0\x9f\x98\x82 I did! https://t.co/zjUkNZQPSr'
b'@KingKong_SYMZ Happy birthday brother'
"b'After 35, the idea of \xe2\x80\x98beauty\xe2\x80\x99 you had, really isn\xe2\x80\x99t anymore.'"
b'@MrsNoma Thank you Noma\xf0\x9f\x98\x98\xf0\x9f\x98\x98\xf0\x9f\x98\x98\xf0\x9f\xa4\x97'
b'@KingKong_SYMZ Happy birthday \xf0\x9f\x8e\x82\xf0\x9f\x8e\x8a\xf0\x9f\x8e\x89\xf0\x9f\x8e\x81\xf0\x9f\x8e\x88\xf0\x9f\x8d\xb7\xf0\x9f\xa5\xa4\xf0\x9f\x8d\xbf\xf0\x9f\x8d\xbc'
b'@KingKong_SYMZ How many horses'
b'@KingKong_SYMZ Happy birthday bro be blessed with many more \xf0\x9f\x91\x8a\xf0\x9f\x8f\xbe'
"b'Your communication skills are bolstered today, but the more fe... More for Virgo https://t.co/5HAhXnuawB'"
b'@KingKong_SYMZ Happy birthday mate'
b'@KingKong_SYMZ @MbaliyethuS Happy birthday'
b'@MutshekwaThendo @Xse8ta Masepa means facts I guess\xf0\x9f\xa4\xb7\xf0\x9f\x8f\xbe\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f'
b'@KingKong_SYMZ @Pkalitha Happy birthday \xf0\x9f\x8e\x88'
b'@KingKong_SYMZ Happy Birthday Champ \xf0\x9f\x8d\xbb'
b'BELIEVER  LUCID DREAM  WHATEVER IT TAKES  WRITTEN STARS  REMEMBER THE NAME  KINGKONG'
b'@KingKong_SYMZ Happy birthday SYMZ\xf0\x9f\x8e\x82\xf0\x9f\x8e\x8a\xf0\x9f\x8e\x8a'
b'https://t.co/HkN5NVdayt \xe2\x98\x9d\xef\xb8\x8f Godzilla Vs. Kong will be a spectacular battle of the ages a new synopsis of the movie has arrived  #kong #godzilla #minzy #godzillavskong #rodan #godzillakingofthemonsters #kongskullisland #kingkong #monsterverse #kaiju #kingghidorah #godzillamovie https://t.co/BM5WvErvtU'
"b'If parachute doesn\xe2\x80\x99t open from the beginning, then parachuting is not your sport.  #vocation'"
"b""Today its #FridayThe13th and it's my birthday \xf0\x9f\x95\xba\xf0\x9f\x98\x81\xf0\x9f\x98\x81\xf0\x9f\x98\x81\xf0\x9f\x8d\xbe\xf0\x9f\xa5\x82\xf0\x9f\x8e\x82 https://t.co/0Q3bF9g5sC"""
b'I\xe2\x80\x99m happy today.  Tonight my phone went out of battery receiving like a million messages from friends from all over the planet. It was so kind! I felt them so close!  I feel so incredibly well today. \xe2\x98\xba\xef\xb8\x8f'
b'A new Apollo Intensa Emozione with a wild spec!!\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d  #CarsWithSymz https://t.co/8O83OzWa6E'
b'@estonia_borga Ala Wordplay kingkong'
b'@lekan_kingkong I told u to give COMFO a chance abi'
b'@mbulanabul Is that means kingkong ? \xf0\x9f\xa4\xa8'
b'\xe2\x80\x9cMema wo nsu ad3n mey3 adwuma wo water well? Sesia NAM1 na y3di me compare\xe2\x80\x9d  Now you can compare your swimming pool KingKong to Rashida Metal cos now they compare Sark to your king\xe2\x80\x99s godfather(NAM1) \xf0\x9f\x98\xb9\xf0\x9f\x98\xb9\xf0\x9f\x98\xb9  #MengyeMani on repeat Awurade @AkwaboahMusic ne @sarkodie beku y3n\xe2\x9d\xa4\xef\xb8\x8f\xf0\x9f\x98\x85'
b'\xe2\x80\x9cMema wo nsu ad3n mey3 adwuma wo water well? Sesia NAM1 na y3di me compare\xe2\x80\x9d  Now you can compare your swimming pool KingKong to Rashida Metal cos now they compare Sark to your king\xe2\x80\x99s godfather(NAM1) \xf0\x9f\x98\xb9\xf0\x9f\x98\xb9\xf0\x9f\x98\xb9  #MengyeMani on repeat Awurade @AkwaboahMusic ne @sarkodie beku y3n\xe2\x9d\xa4\xef\xb8\x8f\xf0\x9f\x98\x85'
b'i wish i had the chance to stare at you a bit longer like I usually do\xf0\x9f\x98\x8c'
"b'#KingKong Vs #Godzilla...@Eminem , you be judge in the spirit of healthy competition..By-the-by..( recently uploaded and very, very rare)  https://t.co/iH0qAD3RES'"
b'coffee to lessen the pain inside me\xf0\x9f\x98\x81'
b'@ShadiAlvin @Gedio10 @shattawalegh @samini_dagaati Tema newtown boy. Village kingkong\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x8a'
