tweet_text
b'Dolittle https://t.co/lAowiWa5vD via @fredalicious https://t.co/vdQzfx7Px1'
b'Dr Dolittle is white?????????'
"b""@sasijayaram @roscoetank11 Amazing! That kid's going to be Doctor Dolittle when he grows up."""
"b""@IndomitableDino Claire looked at the dinosaur in confusion \xe2\x80\x9dIt is a shame that you can't talk or that I can't be like DR. Dolittle and understand you better.\xe2\x80\x9d"""
b'Exactly what #LockdownBritain needs right now: star of stage and screen @StephenMullen and the return of #InForAPenny'
b'@OhElsyElsy Ms. Dolittle'
"b'@JohnCena as the Polar bear in Mr Dolittle is funny, amazing. :) keep the work up John \xe2\x9d\xa4\xef\xb8\x8f\xf0\x9f\x91\x8d'"
"b'watched the new doctor dolittle and my thoughts are that i liked it, i think he\xe2\x80\x99s good at acting crazy, what was his accent and why??, i have a simple humour so i found the jokes funny ngl and it was such a weird film??'"
b'@BG_Blaze Why is dolittle on here tho?'
b'\xe2\x86\x92 John Dolittle https://t.co/rsVnXXfmAm'
b'\xe2\x98\x86 dolittle (2020) directed by stephen gaghan https://t.co/rEvHMeDcvT'
b'Movie Night alert! Dolittle starring Robert Downey Jr. is on DVD starting Apr 7. WIN a copy via @MyFamilyStuff now: https://t.co/rWId6WpSuI'
"b'\xf0\x9f\x9a\xa8UNPOPULAR OPINION ALERT\xf0\x9f\x9a\xa8  So I just watched Dolittle and loved every single bit of it... How on earth did this movie bomb in the box office? It was funny, exciting and had a dammed good story... I care not for the critics opinion, mine is the only one that counts... \xf0\x9f\x98\x81\xf0\x9f\x98\x8e https://t.co/qvKbZWIi0P'"
"b'@DrMattMcCarthy So, when are you going to delete your tweet about facemasks? Dr. Dolittle...'"
b'@_Sansc Tiene mas argumento doctor Dolittle \xf0\x9f\x98\xb4'
b'Movie Night alert! Dolittle starring Robert Downey Jr. is on DVD starting Apr 7. WIN a copy via @MyFamilyStuff now: https://t.co/Ln52NcuJXH'
b'Watching Dr Dolittle now'
b'@Faykenzy Bad boys 3 Dolittle Bloodshot  The gentleman  The way back'
"b'cancela Dolittle, vou ver onward'"
b'@BrunoAmato_1 @LisaTalmadge Donald DoLittle likes to talk to the MAGAnimals.'
"b'@Dolittl46319561  Dolittle, send us a message quoting ""Ambassador"" for more information on how to become an Ambassador in your country for AlterEgo Fitness a fitness based clothing brand \xf0\x9f\x99\x82'"
b'[0328 - Saturday]  \xe2\x9c\x85 Dolittle'
b'Dolittle https://t.co/q824W5QQeO via @fredalicious https://t.co/u3o7ctq0GA'
b'Now watching Dr Dolittle. An average movie. Good for the kids though.'
b'Time for a family movie night! #DolittleMovie @DolittleMovie is NOW AVAILABLE on @movies_anywhere https://t.co/K66Xh7fkt7'
b'#GIVEAWAY (ONE) lucky winner (US only) will #win a copy of DOLITTLE on Blu-ray at:   https://t.co/8zag2H8p0I . https://t.co/PgktZRN1M8'
b'dolittle \xf0\x9f\x8e\xa5'
"b'""I will do my best, let\'s go on our first Date, we went to the movies, and watched Dr. Dolittle"" https://t.co/dBZBDzOIVo'"
"b""I actually liked watching Dolittle? It was suprisingly entertaining and i love the animals' personalities. Why did it flopped :( i never knew i needed the movie but now i wish it made enough for it to have a sequel"""
b'@marshmalow_girl dolittle'
b'Movie Night alert! Dolittle starring Robert Downey Jr. is on DVD starting Apr 7. WIN a copy via @MyFamilyStuff now: https://t.co/v4TQOQx50g'
b'dolittle e o auge https://t.co/exINU8lfCb'
b'Telling my Kids this was Dr. Dolittle https://t.co/OW6fQNDUts'
b'Dolittle movie is a cringefest'
b'@Guysley Boy is watching Dr Dolittle at the moment!'
b'This is Dolittle\xe2\x80\x99s time to shine https://t.co/R0eL7XEr5H'
b'I forgot how much i loved watching Dr. Dolittle'
"b""Warning folks: Trumpy Dolittle is in a rush to make 'brownie' points doing damage control on what he ignored three months ago. I compare it to an arsonist setting fire to your house than comes back offering to put out the flames. https://t.co/1PjXBGAGXB"""
"b'Before Dolittle started, I could tell I was going to enjoy it.'"
b'#dolittle NOT as expected'
"b'In need of an epic adventure? Join @RobertDowneyJr, a headstrong parrot, an upbeat polar bear and an array of eclectic animal friends in #Dolittle \xe2\x80\x94 now available on the Cineplex Store! \xe2\x9e\xa1\xef\xb8\x8f https://t.co/7XYwWOflH8 https://t.co/yHpI1UnrTX'"
b'@RevRichardColes Rex Harrison in Dr. Dolittle?'
b'now how are u gonna put the impractical jokers movie and dolittle here but not emma and the invisible man.... https://t.co/8nokQOHdUn https://t.co/2s7QO4BHp3'
"b""Now's Your Chance to Own the Movie All the Animals Are Talking About: DOLITTLE Sets Sail on Digital Today! #DolittleMovie https://t.co/IjeiG8EpNO via @OneMommaSavingM https://t.co/pNslJHuXvX"""
"b'Just watched Dolittle and it was fun!  The good: It took the apprenticeship and adventurous voyage element from the book, two major plot point which makes the story so dear to the readers.  The bad: The CGI looked rough and the editing on first half feels very choppy.'"
b'Dolittle DVD Giveaway https://t.co/OwtZwa09Ia   #giveaway #canwin #dvdgiveaway'
"b""@Kulvic His Sherlock Holmes character was actually properly executed, beats Benedict Cumberbatch's, for me. His portrayal of Dr. DoLittle also made me consider his ingenuity but the Tony Starks beards, the mere outline of it from all comics is just Downey"""
b'DOLITTLE (2020; dir. Shane Gaghan)  \xf0\x9f\x93\x85: 2020.03.28; first watch https://t.co/p6keatk8Rh'
b'@askarasn Dr. Dolittle?'
b'Movie Night alert! Dolittle starring Robert Downey Jr. is on DVD starting Apr 7. WIN a copy via @MyFamilyStuff now: https://t.co/lLQ5iShP4o'
b'#Dolittle is bad. Real bad. #DolittleMovie'
b'Mom: dad said we could get dolittle now Me: I believe I knew that Mom: of course you do Me: ... Mom: you\xe2\x80\x99re our city\xe2\x80\x99s biggest rdj cheerleader Me: https://t.co/L2b0zNYdyL'
b'Damn they got rid of black people in dr dolittle movies'
"b""We've watched Dr Dolittle 1&amp;2, Moana and HSM3 (we watched 1&amp;2 yday) Disney + has made our Pj Saturdays SOOOOO much better \xf0\x9f\x92\x99"""
"b""@Mkf257 \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 not out there trying to communicate! So you're a Ms. Dolittle?\xf0\x9f\x98\x82\xf0\x9f\x98\x82 I was scared because all I kept envisioning was the movie the birds...\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82"""
b'Dolittle. Was okay https://t.co/VmqOgGCnPP'
b'@DiedInTheSnap I think this is a joke list... Dolittle was there \xf0\x9f\x92\x80'
b'I rated Dolittle (2020) 5/10  #IMDb https://t.co/SMzk5DDR4G'
b'dr. dolittle https://t.co/aMPaWnTjtO'
"b'Like it\xe2\x80\x99s a horribly written, visually atrocious, and Robert Downey Jr.\xe2\x80\x99s accent is something quite baffling. But for some reason I\xe2\x80\x99m enjoying #Dolittle, maybe I need fresh air. \xf0\x9f\xa4\x94'"
b'@noelfielding11 Pushmi-Pullyu from the 1967 Doctor Dolittle film by Max aged 6 #noelsartsclub https://t.co/zxKDTOQixc'
b'Dr.Dolittle 2 https://t.co/qWcw9tlsj4'
