tweet_text
b'I LOVE YOU marvel &amp; DC \xf0\x9f\x92\x95\xf0\x9f\x92\x95\xf0\x9f\x92\x95\xe2\x9d\xa4\xef\xb8\x8f #InfinityWar #Marvel #BlackPanther #Thanos #IronMan #Hulk #CaptainAmerica #WinterSoldier #Groot #Punisher #DrStrange #Spiderman #Thor #Loki #arrow #WakandaForever #AvengersEndGame #Avengers #FalconAndtheWinterSoldier https://t.co/n72FYkWHPt'
b'@WhoWouldWin13 People seem to forget red Hulk is a legit military general. He knows how to fight lmao'
"b'@danblackroyd Hey, Hulk Hogan may be a racist and he may be a cannibal but he is not... uh.... what was the third thing you said?'"
b'@music2miiears That\xe2\x80\x99s right'
"b'@fluffyman85 ""No one know what like...to be bad Hulk...to be sad Hulk...behind green eyes...""'"
b'@_Hulk_19 Get well soon bro\xf0\x9f\x98\x8a'
b'@megstocker @krypto2276 @TheRealStanLee @Marvel @MarvelStudios @SpiderManMovie @captainmarvel @thorofficial @Hulk @Iron_Man @ThatKevinSmith @theblackpanther @CaptainAmerica @Avengers Ok it might fit my pinky then \xf0\x9f\x91\x8d\xf0\x9f\x8f\xbb\xf0\x9f\x98\x82'
"b""@Barnold1993 I think a lot of people could have done the Hulk. I'm fine with whoever tbh"""
"b'@VRTLPROS Why a show created around Hulk Hogan and Mr. T is expected to put on Classic Wrestling Matches is beyond me, though.'"
b'@DonCheadle Or homage Hulk https://t.co/fFvvhWvIiZ'
"b""@vancemeek I know a ton of people were mad they didn't stick with Eric Bana as Hulk though."""
b'@Rude_King_Hulk \xf0\x9f\xa4\xb7\xf0\x9f\x8f\xbe\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f it is what it is'
"b'Thank the gods that I can turn my obsessive distractions about comics into something productive and write about it! \xf0\x9f\x98\x84  I started digging into Jessica Drew\xe2\x80\x99s Spider-Woman and this woman is a badass. I mean, she can control Hulk? And was a bounty hunter?   https://t.co/OBGvjBSMHM'"
b'@ChelseaParlett 19) Ironman and Hulk  Definitely Poo and Igor'
b'@TradeWithNinja I bet Hulk wants you to stay'
"b""@JordanBonnVOWR I'll never forget when he got hit by Hulk in the comics, and he just teleported away because that was the best adaption to take against the hulk. I always found that funny"""
"b""@mgrosenzweig @JRubinBlogger What are you talking about? I'm agreeing with you!! Joe Biden is a perfect example of a leader. Like when he voted for the Iraq war despite knowing there were no WMD's? We got to kill a bunch of brown people for America! And who needs medicare in a pandemic? He is MY president"""
b'@HavenHuth @krypto2276 @TheRealStanLee @Marvel @MarvelStudios @SpiderManMovie @captainmarvel @thorofficial @Hulk @Iron_Man @ThatKevinSmith @theblackpanther @CaptainAmerica @Avengers Fits around a loose size 9.'
b'@Wallred1976 @JohnnyHoey The co writer of She Hulk.'
b'Hell of a career Hulk! #WeAre https://t.co/Vg0BAirct4'
b'@megstocker @krypto2276 @TheRealStanLee @Marvel @MarvelStudios @SpiderManMovie @captainmarvel @thorofficial @Hulk @Iron_Man @ThatKevinSmith @theblackpanther @CaptainAmerica @Avengers Damn! That\xe2\x80\x99s impressive! What size is it?'
b'@GeorgiaChicc_ If you haven\xe2\x80\x99t watched any of them try one. The lil dude funny'
b'@TheEvilShort Hulk SMASH that ass!'
b'@megstocker @HavenHuth @TheRealStanLee @Marvel @MarvelStudios @SpiderManMovie @captainmarvel @thorofficial @Hulk @Iron_Man @ThatKevinSmith @theblackpanther @CaptainAmerica @Avengers EXCELSIOR!! \xf0\x9f\x91\x8a\xf0\x9f\x8f\xbc'
b'@AndyCKent @Toriaclaire @ShabsCad @AllisonHutchiso @InfNetley @NHeadteacher @PhilippaCcuree @ottleyoconnor @MrPranPatel @HYWEL_ROBERTS @SerdarFerit @DeputyMitchell @Balance_Tom @colinforsh @Penny_Ten 1 - ? 2 - teen titans 3 - shrek 4 - spongebob 5 - zelda 6 - gumball 7 - alvin+chipmunks 8 - paddington 9 - wall-e 10 - peppa 11 - yogi 12 - street fighter 13 - kung fu panda 14 - winnie the pooh  15 - ? 16 - ? 17 - tmnt  18 - muppets  19 - hulk and ironman  20 - ? 21 - scooby doo'
"b""@jpalmiotti No need to DM. I'll send it publically instead! Make a comic where Thor and Hulk kiss. Tee hee!  I will accept credit as secondary author and a meer 45% of sales revenue on that issue plz thnx"""
"b'@stevenseighman @lac30 Gonna go with Wings, Mom, Family Ties, Growing Pains, Friday the 13th: The Series, &amp; The Incredible Hulk'"
b'@Maffuz @90sWWE Who is this knock-off Hulk Hogan? \xf0\x9f\x98\x82'
b'if quarantine isn\xe2\x80\x99t over July the Leo\xe2\x80\x99s will hulk'
